"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
acoustic_task_duration,acoustic_task,,text,"Acoustic Task Duration (seconds)",,,number,0,,,,,,,,," @READONLY"
recording_id,recording,,text,"Recording ID",,,,,,,,y,,,,," @READONLY"
recording_acoustic_task_id,recording,,text,"Acoustic Task ID",,,,,,,,y,,,,," @READONLY"
recording_session_id,recording,,text,"Session ID",,,,,,,,y,,,,," @READONLY"
recording_name,recording,,text,"Recording Name",,,,,,,,y,,,,," @READONLY"
recording_filepath,recording,,text,"Recording Filepath",,,,,,,,y,,,,," @READONLY"
recording_storage_account,recording,,text,"Storage Account",,,,,,,,y,,,,," @READONLY"
recording_file_share,recording,,text,"File Share",,,,,,,,y,,,,," @READONLY"
recording_duration,recording,,text,"Duration (Seconds)",,,,,,,,y,,,,," @READONLY"
recording_size,recording,,text,"Recording Size (KiB)",,,,,,,,y,,,,," @READONLY"
recording_created_at,recording,,text,"File Created At",,,,,,,,,,,,," @READONLY"
recording_profile_name,recording,,radio,"Recording Profile Name","speech, Speech | breathe, Breathe | cough, Cough",,,,,,,y,,,,," @READONLY"
recording_profile_version,recording,,radio,"Recording Profile Version","1, v1.0.0",,,,,,,y,,,,," @READONLY"
recording_input_gain,recording,,text,"Recording Input Gain",,,,,,,,y,,,,," @READONLY"
recording_microphone,recording,,text,"Recording Microphone",,,,,,,,y,,,,," @READONLY"
demographics_session_id,questionnaire_across_all_cohorts_demographics,"Questionnaire - Metadata",text,"Session ID",,,,,,,,y,,,,," @READONLY"
demographics_started_at,questionnaire_across_all_cohorts_demographics,,text,"Questionnaire Started At",,,,,,,,,,,,," @READONLY"
demographics_completed_at,questionnaire_across_all_cohorts_demographics,,text,"Questionnaire Completed At",,,,,,,,,,,,," @READONLY"
demographics_duration,questionnaire_across_all_cohorts_demographics,,text,"Questionnaire Duration (seconds)",,,number,0,,,,,,,,," @READONLY"
demographics_completed_by,questionnaire_across_all_cohorts_demographics,,checkbox,"Who is completing this survey?","1, Self | 2, Assistant | 3, Parent/Caregiver",,,,,,,,,,,,
city,questionnaire_across_all_cohorts_demographics,"Address Information",text,City,,,,,,,,,,,,,
state_province,questionnaire_across_all_cohorts_demographics,,text,State/Province,,,,,,,,,,,,,
zipcode,questionnaire_across_all_cohorts_demographics,,text,Zipcode,,,,,,,,,,,,,
country,questionnaire_across_all_cohorts_demographics,,dropdown,Country,"1, USA | 2, Canada",,,,,,,y,,,,,
gender_identity,questionnaire_across_all_cohorts_demographics,"Patient Demographics",radio,"What is your gender identity?","female, Female gender identity | male, Male gender identity | nonBinary, Non-binary or genderqueer gender identity | other, Other | noAnswer, Prefer not to answer",,,,,,,,,,,,
other_gender_identity,questionnaire_across_all_cohorts_demographics,,text,"If you selected ""other"" for gender identity, please specify:",,,,,,,[gender_identity]='other',,,,,,
specify_gender_identity,questionnaire_across_all_cohorts_demographics,,radio,"Please specify gender identity","cis, Cis: same gender as the sex assigned at birth | trans, Trans",,,,,,"[gender_identity]=""female"" or [gender_identity]=""male""",,,,,,
sexual_orientation,questionnaire_across_all_cohorts_demographics,,radio,"What is your sexual orientation?","bisexual, Bisexual | heterosexual, Heterosexual | homosexual, Homosexual | other, Other (Please specify) | noAnswer, Prefer not to answer",,,,,,,y,,,,,
other_sex_orientation,questionnaire_across_all_cohorts_demographics,,text,"If you selected ""other"" for sexual orientation, please specify:",,,,,,,[sexual_orientation]='other',,,,,,
race,questionnaire_across_all_cohorts_demographics,,checkbox,"Which race category best describes you? Choose all that apply","1, American Indian or Alaska Native | 2, Asian | 3, Black or African American | 4, Native Hawaiian or other Pacific Islander | 5, White | 6, Canadian Indigenous or Aboriginal | 7, Other | 8, Prefer not to answer",,,,,,,,,,,,
native_american_race,questionnaire_across_all_cohorts_demographics,,checkbox,"American Indian or Alaska Native","1004_1, American Indian | 1735_0, Alaska Native",,,,,,"[race(1)] = ""1""",,,,,,
asian_race,questionnaire_across_all_cohorts_demographics,,checkbox,Asian,"2029_7, Asian Indian | 2030_5, Bangladeshi | 2031_3, Bhutanese | 2032_1, Burmese | 2033_9, Cambodian | 2034_7, Chinese | 2035_4, Taiwanese | 2036_2, Filipino | 2037_0, Hmong | 2038_8, Indonesian | 2039_6, Japanese | 2040_4, Korean | 2041_2, Laotian | 2042_0, Malaysian | 2043_8, Okinawan | 2044_6, Pakistani | 2045_3, Sri Lankan | 2046_1, Thai | 2047_9, Vietnamese | 2048_7, Iwo Jiman | 2049_5, Maldivian | 2050_3, Nepalese | 2051_1, Singaporean | 2052_9, Madagascar",,,,,,"[race(2)]=""1""",,,,,,
black_race,questionnaire_across_all_cohorts_demographics,,checkbox,"Black or African American","2058_6, African American | 2060_2, African | 2067_7, Bahamian | 2068_5, Barbadian | 2069_3, Dominican | 2070_1, Dominica Islander | 2071_9, Haitian | 2072_7, Jamaican | 2073_5, Tobagoan | 2074_3, Trinidadian | 2075_0, West Indian",,,,,,"[race(3)]=""1""",,,,,,
pacific_islander_race,questionnaire_across_all_cohorts_demographics,,checkbox,"Native Hawaiian or other Pacific Islander","2078_4, Polynesian | 2085_9, Micronesian | 2100_6, Melanesian | 2500_7, Other Pacific Islander",,,,,,"[race(4)]=""1""",,,,,,
white_race,questionnaire_across_all_cohorts_demographics,,checkbox,White,"2108_9, European | 2118_8, Middle Eastern Or North African | 2129_5, Arab",,,,,,"[race(5)]=""1""",,,,,,
canadian_race,questionnaire_across_all_cohorts_demographics,,checkbox,"Canadian Indigenous or Aboriginal","ca_first_nation, First Nation | ca_inuit, Inuk/inuit | ca_metis, Metis",,,,,,"[race(6)]=""1""",,,,,,
other_race_specify,questionnaire_across_all_cohorts_demographics,,text,"If race not listed above, please specify:",,,,,,,"[race(7)] = ""1""",,,,,,
ethnicity,questionnaire_across_all_cohorts_demographics,,radio,"What is your ethnic or cultural origin?","yes, Hispanic or Latino | no, Not Hispanic or Latino | noAnswer, Prefer not to answer",,,,,,,,,,,,
hispanic_latino_selection,questionnaire_across_all_cohorts_demographics,,checkbox,"Check all that apply","1, Spaniard | 2, Mexican | 3, Central American | 4, South American | 5, Latin American | 6, Puerto Rican | 7, Cuban | 8, Dominican",,,,,,"[ethnicity] = ""yes""",,,,,,
edu_level,questionnaire_across_all_cohorts_demographics,Education,radio,"What is your highest level of education?","1, No formal education | 2, Some elementary school | 3, Some secondary or high school education | 4, High School or secondary school degree complete | 5, Some college education | 6, Associate's or technical degree complete | 7, College or baccalaureate degree complete | 8, Some post-baccalaureate education | 9, Graduate or professional degree complete | 10, Doctoral or post graduate education | 11, Other | 12, Prefer not to answer",,,,,y,,y,,,,,
other_edu_level,questionnaire_across_all_cohorts_demographics,,text,"If you selected ""other"" level of education, please specify:",,,,,,,"[edu_level]=""11""",,,,,,
hearing,questionnaire_across_all_cohorts_demographics,"Disability Questions",radio,"Are you deaf or do you have serious difficulty hearing?","no, No | yes, Yes | noAnswer, Prefer not to answer",,,,,,,,,,,,
vision,questionnaire_across_all_cohorts_demographics,,radio,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?","no, No | yes, Yes | noAnswer, Prefer not to answer",,,,,,,,,,,,
cognition,questionnaire_across_all_cohorts_demographics,,radio,"Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering, or making decisions?","no, No | yes, Yes | noAnswer, Prefer not to answer",,,,,,,,,,,,
mobility,questionnaire_across_all_cohorts_demographics,,radio,"Do you have serious difficulty walking or climbing stairs?","no, No | yes, Yes | noAnswer, Prefer not to answer",,,,,,,,,,,,
self_care,questionnaire_across_all_cohorts_demographics,,radio,"Do you have difficulty dressing or bathing?","no, No | yes, Yes | noAnswer, Prefer not to answer",,,,,,,,,,,,
independent_living,questionnaire_across_all_cohorts_demographics,,radio,"Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a doctor's office or shopping?","no, No | yes, Yes | noAnswer, Prefer not to answer",,,,,,,,,,,,
employ_status,questionnaire_across_all_cohorts_demographics,"Employment Status",checkbox,"What is your employment status?

Choose all that apply
","1, Employed, freelance | 2, Employed, full time | 3, Employed, part time | 4, Employed, multiple part time jobs | 5, Student | 6, Self-employed | 7, Retired | 8, Unemployed | 9, Other",,,,,,,y,,,,,
other_employ_specify,questionnaire_across_all_cohorts_demographics,,notes,"<div class=""rich-text-field-label""><p>If you selected ""other"" employment status, please specify.</p></div>",,,,,,,"[employ_status(9)] = ""1""",,,,,,
occupation,questionnaire_across_all_cohorts_demographics,,text,"What is your occupation?",,,,,,,,,,,,,
veteran,questionnaire_across_all_cohorts_demographics,,yesno,"Are you a veteran?",,,,,,,,y,,,,,
household_income_usa,questionnaire_across_all_cohorts_demographics,"Demographics - Optional",radio,"What was your total household income last year (USD)? Please include all sources of income, including pensions, dividends, alimony, child support, etc.","1, < $15,000 | 2, $15,000 to $29,999 | 3, $30,000 to $$49,999 | 4, $50,000 to $99,999 | 5, $100,000 to $149,999 | 6, $150,000 to $199,999 | 7, $200,000 to $249,999 | 8, >$250,000 | 9, Prefer not to answer",,,,,,"[country] =""1""",,,,,,
financial_assistance_usa,questionnaire_across_all_cohorts_demographics,,radio,"Do you receive a significant portion (>20%) of your income through federally-funded income assistance programs? Some examples of these programs are listed in the question below.","no, No | yes, Yes | noAnswer, Prefer not to answer",,,,,,"[country] =""1""",,,,,,
assistance_programs_usa,questionnaire_across_all_cohorts_demographics,,checkbox,"Do you take advantage of any of the following programs? 
Choose all that apply","1, Supplemental Security Income (SSI) | 2, Supplemental Nutrition Assistance Program (SNAP) | 3, Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) | 4, Temporary Assistance for Needy Families (TANF), including Pass through Child Support | 5, General Assistance (GA)",,,,,,"[country] =""1""",,,,,,
household_income_ca,questionnaire_across_all_cohorts_demographics,,radio,"What was your total household income last year (CAD)? Please include all sources of income, including pensions, dividends, alimony, child support, etc.","1, < $15,000 | 2, $15,000 to $29,999 | 3, $30,000 to $$49,999 | 4, $50,000 to $99,999 | 5, $100,000 to $149,999 | 6, $150,000 to $199,999 | 7, $200,000 to $249,999 | 8, >$250,000 | 9, Prefer not to answer",,,,,,"[country]=""2""",,,,,,
financial_assistance_ca,questionnaire_across_all_cohorts_demographics,,radio,"Do you receive a significant portion (>20%) of your income through federally-funded income assistance programs? Some examples of these programs are listed below.","no, No | yes, Yes | noAnswer, Prefer not to answer",,,,,,"[country]=""2""",,,,,,
assistance_programs_ca,questionnaire_across_all_cohorts_demographics,,checkbox,"Do you take advantage of any of the following programs? 
Choose all that apply","1, Supplemental Security Income (SSI) | 2, Supplemental Nutrition Assistance Program (SNAP) | 3, Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) | 4, Temporary Assistance for Needy Families (TANF), including Pass through Child Support | 5, General Assistance (GA)",,,,,,"[country]=""2""",,,,,,
citizen,questionnaire_across_all_cohorts_demographics,Citizenship,radio,Citizen,"1, Citizen | 2, Permanent resident (Green card holder) | 3, Non-citizen US/Canadian national | 4, Refugee | 5, Asylum seeker | 6, Non-immigrant student | 7, Non-immigrant worker | 8, Prefer not to answer",,,,,,,y,,,,,
marital_status,questionnaire_across_all_cohorts_demographics,,checkbox,"What is your marital status?
Choose all that apply","1, Single | 2, Married | 3, In a relationship | 4, Not married | 5, Separated | 6, Divorced | 7, Widowed",,,,,,,,,,,,
housing_status,questionnaire_across_all_cohorts_demographics,,radio,"What is your current housing status?","1, Assisted living | 2, Own home | 3, Rent home | 4, Skilled nursing facility/nursing home | 5, Unhoused-temporarily | 6, Unhoused-permanently",,,,,,,y,,,,,
household_count,questionnaire_across_all_cohorts_demographics,,text,"<div class=""rich-text-field-label""><p>How many people live in your household? <br /><em>Please specify a number</em></p></div>",,,number,,,,,y,,,,,
spouse_partner_sig_other,questionnaire_across_all_cohorts_demographics,"Who lives with you? Choose all that apply",radio,"Spouse/partner/significant other","1, Yes | 0, No",,,,,,[household_count]>0,,,,live_with_household,,
children,questionnaire_across_all_cohorts_demographics,,radio,"One or more children","1, Yes | 0, No",,,,,,[household_count]>0,,,,live_with_household,,
parent,questionnaire_across_all_cohorts_demographics,,radio,"One or more parent","1, Yes | 0, No",,,,,,[household_count]>0,,,,live_with_household,,
grandparent,questionnaire_across_all_cohorts_demographics,,radio,"One or more grandparent","1, Yes | 0, No",,,,,,[household_count]>0,,,,live_with_household,,
other_live_with,questionnaire_across_all_cohorts_demographics,,radio,Other,"1, Yes | 0, No",,,,,,[household_count]>0,,,,live_with_household,,
others_household_specify,questionnaire_across_all_cohorts_demographics,,text,"If ""others"" live in your household, please specify:",,,,,,,"[other_live_with]=""1""",,,,,,
transportation_yn,questionnaire_across_all_cohorts_demographics,,yesno,"Do you have a reliable mode of transportation?",,,,,,,,y,,,,,
primary_transportation,questionnaire_across_all_cohorts_demographics,,radio,"What is your primary mode of transportation?","1, Personal vehicle | 2, Shared vehicle | 3, Public transporation | 4, Ride with someone else | 5, Ride service | 6, Bicycle/Motorbike | 7, Walking | 8, Other (Please specify)",,,,,,"[transportation_yn]=""1""",,,,,,
other_transportation,questionnaire_across_all_cohorts_demographics,,text,"If you selected ""other"" transportation, please specify.",,,,,,,"[primary_transportation]=""8""",,,,,,
confounders_session_id,questionnaire_across_all_cohorts_confounders,"Questionnaire - Metadata",text,"Session ID",,,,,,,,y,,,,," @READONLY"
confounders_started_at,questionnaire_across_all_cohorts_confounders,,text,"Questionnaire Started At",,,,,,,,,,,,," @READONLY"
confounders_completed_at,questionnaire_across_all_cohorts_confounders,,text,"Questionnaire Completed At",,,,,,,,,,,,," @READONLY"
confounders_duration,questionnaire_across_all_cohorts_confounders,,text,"Questionnaire Duration (seconds)",,,number,0,,,,,,,,," @READONLY"
is_regular_smoker,questionnaire_across_all_cohorts_confounders,SMOKING,yesno,"Have you been a regular smoker or not within the last 3 years?",,,,,,,"[alz_dementia_mci] = ""1""",,,,,,
smoking_hx,questionnaire_across_all_cohorts_confounders,,radio,"<div class=""rich-text-field-label""><p>Have you ever smoked regularly (more than a few times a month for at least two months)?<br /><em><span style=""font-weight: normal;"">This includes tobacco, cannabis, vapes, e-cigarettes, hookah, or pipes.</span></em></p></div>","never, I've never smoked regularly | past, I used to smoke | currently, I currently smoke | noAnswer, Prefer not to answer",,,,,,"[alz_dementia_mci] != ""1""",y,,,,,
age_start_smoking,questionnaire_across_all_cohorts_confounders,,text,"At what age did you start smoking?",,,number,,,,"[smoking_hx]=""past"" or [smoking_hx]=""currently""",,,,,,
age_stop_smoking,questionnaire_across_all_cohorts_confounders,,text,"At what age did you stop?",,,number,,,,"[smoking_hx]=""past""",,,,,,
smoking_types,questionnaire_across_all_cohorts_confounders,,checkbox,"Please select smoking types used (Check all that apply)","1, Tobacco cigarettes | 2, Cannabis joints, bong, pipe | 3, Vapes | 4, e-cigarettes | 5, Hookah | 6, Pipes | 7, Other (Please specify) | 8, Prefer not to answer",,,,,,"[smoking_hx]=""past"" or [smoking_hx]= ""currently""",,,,,,
other_smoking_specify,questionnaire_across_all_cohorts_confounders,,text,"If you selected ""other"" for smoking type, please specify:",,,,,,,"[smoking_types(7)]=""1""",,RH,,,,
smoking_freq,questionnaire_across_all_cohorts_confounders,,radio,"How often do/did you smoke?","multipleTimes, Multiple times a day | onceDay, About once a day | fewWeek, A few times a week | fewMonth, A few times a month | fewYear, A few times a year | noAnswer, Prefer not to answer",,,,,,"[smoking_hx]=""past"" or [smoking_hx]=""currently""",,,,,,
alcohol_yn,questionnaire_across_all_cohorts_confounders,"ALCOHOL CONSUMPTION",radio,"Do you drink alcohol?","yes, Yes | no, No | noAnswer, Prefer not to answer",,,,,,,y,,,,,
